paper_id,paper_title,paper_link,year,list_of_staff,number_of_staff,staff_name1,staff_dept1,staff_title1,staff_name2,staff_dept2,staff_title2,staff_name3,staff_dept3,staff_title3
126,"Machine Learning, Generalization, and Transfer Learning for Predicting the Exceedance of Fecal Indicator Bacteria Thresholds at Beaches",https://pubs.acs.org/doi/full/10.1021/acs.est.5c02835,2025,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
127,VerifyMatch: A semi-supervised learning paradigm for natural language inference with confidence-aware MixUp,https://aclanthology.org/2024.emnlp-main.1076.pdf,2024,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
128,EZ-STANCE: A large dataset for English zero-shot stance detection,https://aclanthology.org/2024.acl-long.838.pdf,2024,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
129,Gunstance: Stance detection for gun control and gun regulation,https://aclanthology.org/2024.acl-long.650.pdf,2024,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
130,ZeroStance: Leveraging ChatGPT for open-domain stance detection via dataset generation,https://aclanthology.org/2024.findings-acl.794.pdf,2024,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
131,Recursion in recursion: Two-level nested recursion for length generalization with scalability,https://proceedings.neurips.cc/paper_files/paper/2023/file/db178cd03313e23cffb8937e93f0d464-Paper-Conference.pdf,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
132,Efficient beam tree recursion,https://proceedings.neurips.cc/paper_files/paper/2023/file/5cf93940e37f7a7877cd57b6dba6b7ab-Paper-Conference.pdf,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
133,Multi-task knowledge distillation with embedding constraints for scholarly keyphrase boundary classification,https://openreview.net/pdf?id=BEFiYM5Vtx,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
134,DeepZensols: A deep learning natural language processing framework for experimentation and reproducibility,https://openreview.net/pdf?id=wYftM8hxmc,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
135,Dmdd: A large-scale dataset for dataset mentions detection,https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00592/117582,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
136,Monotonic location attention for length generalization,https://proceedings.mlr.press/v202/ray-chowdhury23b/ray-chowdhury23b.pdf,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
137,Beam tree recursive cells,https://proceedings.mlr.press/v202/ray-chowdhury23a/ray-chowdhury23a.pdf,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
138,Distilling calibrated knowledge for stance detection,https://aclanthology.org/2023.findings-acl.393.pdf,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
139,Semi-Supervised Domain Adaptation for Emotion-Related Tasks,https://aclanthology.org/2023.findings-acl.333.pdf,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
140,C-stance: A large dataset for chinese zero-shot stance detection,https://aclanthology.org/2023.acl-long.747.pdf,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
141,A new direction in stance detection: Target-stance extraction in the wild,https://aclanthology.org/2023.acl-long.560.pdf,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
142,Feature normalization and cartography-based demonstrations for prompt-based fine-tuning on emotion-related tasks,https://ojs.aaai.org/index.php/AAAI/article/download/26514/26286,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
143,Semi-supervised few-shot learning for fine-grained disaster tweet classification,https://par.nsf.gov/servlets/purl/10472647,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
144,What clued the ai doctor in? on the influence of data source and quality for transformer-based medical self-disclosure detection,https://aclanthology.org/2023.eacl-main.86.pdf,2023,"['Caragea, Cornelia', 'Parde, Natalie']",2,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,"Parde, Natalie",Department of Computer Science,Associate Professor,,,
145,Tts: A target-based teacher-student framework for zero-shot stance detection,https://dl.acm.org/doi/fullHtml/10.1145/3543507.3583250,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
146,Leveraging existing literature on the web and deep neural models to build a knowledge graph focused on water quality and health risks,https://dl.acm.org/doi/fullHtml/10.1145/3543507.3584185,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
147,Label smoothing for emotion detection (student abstract),https://ojs.aaai.org/index.php/AAAI/article/download/27001/26773,2023,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
148,Leveraging training dynamics and self-training for text classification,https://aclanthology.org/2022.findings-emnlp.350.pdf,2022,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
149,Calibrating student models for emotion-related tasks,https://aclanthology.org/2022.emnlp-main.629.pdf,2022,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
150,Multimodal semi-supervised learning for disaster tweet classification,https://aclanthology.org/2022.coling-1.239.pdf,2022,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
151,A new public corpus for clinical section identification: Medsecid,https://pmc.ncbi.nlm.nih.gov/articles/PMC11627044/,2022,"['Caragea, Cornelia', 'Di Eugenio, Barbara']",2,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,"Di Eugenio, Barbara",Department of Computer Science,Collegiate Warren S. McCulloch Professor of Computer Science,,,
152,Detecting optimism in tweets using knowledge distillation and linguistic analysis of optimism,https://aclanthology.org/2022.lrec-1.218.pdf,2022,"['Caragea, Cornelia', 'Yadav, Shweta']",2,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,"Yadav, Shweta",Computer Science,Assistant Professor,,,
153,EnsyNet: A dataset for encouragement and sympathy detection,https://aclanthology.org/2022.lrec-1.583.pdf,2022,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
154,Privacyalert: A dataset for image privacy prediction,https://ojs.aaai.org/index.php/ICWSM/article/download/19387/19159,2022,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
155,Intermediate-task transfer learning with BERT for sarcasm detection,https://www.mdpi.com/2227-7390/10/5/844,2022,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
156,Improving stance detection with multi-dataset learning and knowledge distillation,https://aclanthology.org/2021.emnlp-main.511.pdf,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
157,Knowledge distillation with BERT for image tag-based privacy prediction,https://aclanthology.org/2021.ranlp-1.181.pdf,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
158,A multi-task learning framework for multi-target stance detection,https://aclanthology.org/2021.findings-acl.204.pdf,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
159,P-stance: A large dataset for stance detection in political domain,https://aclanthology.org/2021.findings-acl.208.pdf,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
160,Studying the evolution of scientific topics and their relationships,https://aclanthology.org/2021.findings-acl.167.pdf,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
161,eMLM: A new pre-training objective for emotion related tasks,https://aclanthology.org/2021.acl-short.38.pdf,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
162,When a crisis strikes: Emotion analysis and detection during COVID-19,https://europepmc.org/article/ppr/ppr374226,,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
163,Stance detection in COVID-19 tweets,https://par.nsf.gov/servlets/purl/10308843,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
164,Modeling hierarchical structures with continuous recursive neural networks,http://proceedings.mlr.press/v139/chowdhury21a/chowdhury21a.pdf,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
165,Author homepage discovery in CiteSeerX,https://ojs.aaai.org/index.php/AAAI/article/view/17778/17585,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
166,Using the image-text relationship to improve multimodal disaster tweet classification,https://par.nsf.gov/servlets/purl/10308598,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
167,Combining self-training with deep learning for disaster tweet classification,https://par.nsf.gov/servlets/purl/10308599,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
168,Exploiting position and contextual word embeddings for keyphrase extraction from scientific papers,https://aclanthology.org/2021.eacl-main.136.pdf,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
169,Identifying medical self-disclosure in online communities,https://indigo.uic.edu/articles/conference_contribution/Identifying_Medical_Self-Disclosure_in_Online_Communities/14905461/1/files/40215256.pdf,2021,"['Caragea, Cornelia', 'Parde, Natalie']",2,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,"Parde, Natalie",Department of Computer Science,Associate Professor,,,
170,Target-aware data augmentation for stance detection,https://indigo.uic.edu/articles/conference_contribution/Target-Aware_Data_Augmentation_for_Stance_Detection/14919948/1/files/28728681.pdf,2021,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
171,Scientific keyphrase identification and classification by pre-trained language models intermediate task transfer learning,https://aclanthology.org/2020.coling-main.472.pdf,2020,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
172,Covidseer: Extending the CORD-19 dataset,https://par.nsf.gov/servlets/purl/10271898,2020,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
173,Keyphrase extraction in scholarly digital library search engines,https://par.nsf.gov/servlets/purl/10271903,2020,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
174,Cross-lingual disaster-related multi-label tweet classification with manifold mixup,https://aclanthology.org/2020.acl-srw.39.pdf,2020,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
175,Image privacy prediction using deep neural networks,https://dl.acm.org/doi/fullHtml/10.1145/3386082,2020,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
176,Exploring Abstract Concepts for Image Privacy Prediction in Social Networks (Student Abstract),https://aaai.org/ojs/index.php/AAAI/article/view/7164/7018,2020,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
177,On identifying hashtags in disaster twitter data,https://aaai.org/ojs/index.php/AAAI/article/view/5387/5243,2020,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
178,Refining a coding scheme to identify actionable information on social media,https://par.nsf.gov/servlets/purl/10204519,2020,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
179,The myth of double-blind review revisited: ACL vs. EMNLP,https://aclanthology.org/D19-1236.pdf,2019,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
180,Multi-task stance detection with sentiment and stance lexicons,https://aclanthology.org/D19-1657.pdf,2019,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
181,Paths to empathy: Heterogeneous effects of reading personal stories online,https://par.nsf.gov/servlets/purl/10148687,2019,"['Caragea, Cornelia', 'Zheleva, Elena']",2,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,"Zheleva, Elena",Department of Computer Science,Associate Professor,,,
182,Exploring word embeddings in crf-based keyphrase extraction from research papers,https://dl.acm.org/doi/pdf/10.1145/3360901.3364447,2019,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
183,Privacy-aware tag recommendation for accurate image privacy prediction,https://dl.acm.org/doi/fullHtml/10.1145/3335054,2019,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
184,Dynamically identifying deep multimodal features for image privacy prediction,https://ojs.aaai.org/index.php/AAAI/article/view/5165/5038,2019,"['Caragea, Cornelia']",1,"Caragea, Cornelia",Department of Computer Science,Robert V. Kenyon Professor in Computer Science,,,,,,
